feature_name,coefficient,coef_lower_95%,coef_upper_95%,z-value,p-value,-log2(p),partial_AIC,C-index
DGCCA_59,-0.1800274503350133,-3.7344207275939874,3.374365826923961,-0.09927075913144397,0.920923294545763,0.11884709838286575,2336.8617361549814,0.4738927908207198
DGCCA_60,-2.4318453127878197,-6.062814032197744,1.1991234066221046,-1.3126880448067464,0.18928808772200598,2.4013444726737645,2335.1151162010215,0.5072880248155948
DGCCA_61,1.4670866384143413,-1.8114239971181318,4.745597273946815,0.8770558626005607,0.3804562966232927,1.394197355392578,2336.1103024725144,0.5155979292672552
DGCCA_62,-0.6979695432356117,-4.032792495832187,2.636853409360963,-0.4102152307613562,0.681648069119011,0.5529010183694638,2336.702490139395,0.4928053448973452
DGCCA_63,-1.6647120765787453,-5.064071388758629,1.7346472356011384,-0.9598207824141214,0.3371454208755065,1.5685570918381928,2335.9507167787847,0.550808685458186
DGCCA_64,-0.3347395169703763,-3.588353024274402,2.91887399033365,-0.2016457689247496,0.8401936616836212,0.25120619253365173,2336.8309407070274,0.5103381021049683
DGCCA_65,-0.5413388052086969,-3.845804250852167,2.7631266404347734,-0.3210820567186724,0.7481482076539157,0.41860399955081085,2336.768609724609,0.4935626770134141
DGCCA_66,-1.0375513102262655,-4.538245680490342,2.463143060037811,-0.5809028110050127,0.5613059577222792,0.833140722687505,2336.5320393572124,0.5155668060296086
DGCCA_67,2.078470324156818,-1.047711387174659,5.204652035488295,1.3030998689284787,0.19254066837409017,2.3767648913404043,2335.1776134348374,0.5381933997987364
DGCCA_68,3.064787338076406,-0.17667980130449035,6.306254477457302,1.8531339497248212,0.06386316183563319,3.9688722079336496,2333.4983387424027,0.5557365314189084
DGCCA_69,-4.200777202797107,-7.92695705132592,-0.4745973542682931,-2.2096013502434606,0.02713284152497071,5.203816045976701,2331.9108934270607,0.5399570499320476
DGCCA_70,-0.7102051727321661,-4.449630708272382,3.0292203628080494,-0.37224342267535004,0.7097116186693573,0.4946951700326342,2336.7328766521523,0.5160751522445042
DGCCA_71,-0.2372636483910835,-3.9205520608153703,3.4460247640332033,-0.12625354129708882,0.899531230571252,0.15275472401859405,2336.8556489554526,0.5132429376186574
DGCCA_72,-0.1252137792467546,-3.3814720698518874,3.131044511358378,-0.07536702429283666,0.9399226953670871,0.0893859887319022,2336.8659156828694,0.4979303046964966
DGCCA_73,1.341743732905195,-2.2282131059798207,4.9117005717902105,0.7366389879934384,0.4613419187707577,1.1160917093662936,2336.3294034985365,0.5172682096876264
DGCCA_74,2.08139657182705,-1.4726864438824836,5.635479587536583,1.1478241505036242,0.25104116536843246,1.99400414025968,2335.5631162767304,0.5344586112811363
DGCCA_75,1.986679744558493,-1.2418355613382903,5.215195050455276,1.2060716395049877,0.2277898689395787,2.134224510947796,2335.4314165819947,0.5468249110394124
DGCCA_76,-0.8928566199369397,-4.232169557657247,2.4464563177833685,-0.5240499620946701,0.6002437901205026,0.7363795218938918,2336.5953440206536,0.4533929516241143
DGCCA_77,1.706957802629818,-1.8081000411841701,5.222015646443806,0.951784000417467,0.3412065378916217,1.5512828043464746,2335.9636322431843,0.5351433225093629
DGCCA_78,0.2682480487744625,-3.0600090012809966,3.5965050988299216,0.1579675207214928,0.8744823920389305,0.19349875953844586,2336.846627232997,0.48009668952495566
DGCCA_79,-0.5106859969684532,-4.215570229874766,3.1941982359378596,-0.27016395075910876,0.7870341249255156,0.3455019041438291,2336.79861748314,0.5296241350333537
DGCCA_80,0.24040972013826914,-3.177920996214695,3.6587404364912333,0.13784341893843471,0.8903641685234891,0.16753256030905186,2336.8526137016343,0.47207726862466415
DGCCA_81,0.9764985468263658,-2.464463349177241,4.417460442829973,0.5562113271170528,0.5780663967241098,0.790692884647291,2336.562694120261,0.4984905229741366
DGCCA_82,-0.4771005661920604,-3.9068256816976,2.9526245493134793,-0.27264573551757465,0.7851255514773923,0.3490047173030302,2336.7977477588006,0.48853108692720276
DGCCA_83,1.897641777539693,-1.6394348973968957,5.4347184524762815,1.0515207560783357,0.29301948162908675,1.7709315083445325,2335.7764897155957,0.5334211700262472
DGCCA_84,-0.24052363981469826,-3.622940682354239,3.141893402724843,-0.13937301803368082,0.8891553927325282,0.16949252202607992,2336.8522015452186,0.5110539365708416
DGCCA_85,-1.0671813765247333,-4.274832529910011,2.140469776860544,-0.6520774744326212,0.5143511945746975,0.9591743392462299,2336.4475282586204,0.4908238321005073
DGCCA_86,0.6019297644868534,-3.1690974313312874,4.372956960304994,0.3128486214379993,0.7543956735858537,0.40660669262055055,2336.7737936960307,0.47760683051322217
DGCCA_87,1.7028677327056203,-1.8137893476336078,5.219524813044848,0.9490716183837986,0.3425841881482311,1.5454695290070695,2335.9732532623593,0.5416480791775166
DGCCA_88,-2.7405044425406495,-5.744314266493655,0.2633053814123558,-1.788159145102964,0.0737503355748609,3.7612065759235787,2333.8858263403736,0.5351536969219118
DGCCA_89,0.101058744278279,-3.2035081675141965,3.4056256560707547,0.05993871644766649,0.9522044440459356,0.07065673275632131,2336.868002211242,0.5065721903497215
DGCCA_90,2.2879939198934176,-1.0741549023122903,5.650142742099126,1.3337855987278333,0.18227413201524625,2.4558182634135495,2335.1186520779916,0.5232853689659823
DGCCA_91,2.5605596045304684,-0.9793421982289718,6.100461407289909,1.4177242434340176,0.15627128920216662,2.67787535001384,2334.8829993470467,0.5500824765797637
DGCCA_92,1.2032228639595233,-2.0224002517140685,4.428845979633115,0.7311063302084924,0.46471420807037966,1.1055843407223382,2336.3441887161825,0.5105767135935928
DGCCA_93,2.097836544183322,-1.2864901016313892,5.482163189998033,1.2149193923512287,0.2243968367286499,2.155875756142332,2335.400651941766,0.5329128238113516
DGCCA_94,-1.701423676707747,-5.279719737528002,1.876872384112508,-0.9319321465050834,0.3513715930855872,1.5089305346484654,2335.9991192510233,0.5545642228008839
DGCCA_95,0.8514639347983658,-2.8069713999314674,4.509899269528199,0.45616185435810025,0.6482735935662087,0.6253252867489304,2336.66308715558,0.5029100227199634
DGCCA_96,-0.029925523536592214,-3.4132319557966952,3.3533809087235107,-0.017335984642409506,0.9861685783185049,0.020093809018775464,2336.871288430897,0.47629965453206213
DGCCA_97,1.4057965521428402,-2.074841240967185,4.886434345252865,0.7916108413362429,0.42858762354156377,1.2223379054259023,2336.2411227755215,0.5081283522320549
DGCCA_98,-0.18693661144265328,-3.390139689662342,3.0162664667770356,-0.11438207846103667,0.908934920065439,0.13775109404340596,2336.858483844427,0.4725648660144619
DGCCA_99,1.7075828970506104,-1.9090349877108952,5.324200781812116,0.925395240934187,0.3547603534271965,1.4950833059641573,2336.0182937895256,0.5049434075795458
DGCCA_100,-0.30481511443080567,-3.7848729111735544,3.175242682311943,-0.17167147246433997,0.8636958144925172,0.21140479661083558,2336.8421350224085,0.4919857663059829
