sample,DGCCA_28,DGCCA_69
TCGA-E2-A572-01,0.022164576,0.012850385
TCGA-E2-A573-01,-0.023882875,0.031988166
TCGA-E2-A574-01,0.035025038,0.0023888103
TCGA-E2-A576-01,0.007143829,-0.0012969093
TCGA-E2-A9RU-01,0.00981545,-0.050158087
TCGA-E9-A1N3-01,0.051423937,-0.029117452
TCGA-E9-A1N4-01,-0.018072343,0.015416689
TCGA-E9-A1N4-11,-0.043975905,-0.03674504
TCGA-E9-A1N5-01,-0.011522059,0.023230128
TCGA-E9-A1N5-11,-0.02336713,-0.016498778
TCGA-E9-A1N6-01,0.0002712533,0.004498969
TCGA-E9-A1N6-11,0.059771866,0.01213698
TCGA-E9-A1N8-01,-0.00079005584,-0.031588335
TCGA-E9-A1N8-11,0.08778838,-0.037827086
TCGA-E9-A1N9-01,-0.069688365,0.0386797
TCGA-E9-A1N9-11,-0.029346773,0.010689574
TCGA-E9-A1NA-01,-0.077996515,0.05353629
TCGA-E9-A1NA-11,-0.005983786,-0.009593716
TCGA-E9-A1NC-01,-0.0023592846,-0.009793367
TCGA-E9-A1ND-01,0.047340512,-0.0028750147
TCGA-E9-A1ND-11,0.036631197,0.030380879
TCGA-E9-A1NE-01,-0.037398912,0.003397089
TCGA-E9-A1NE-11,0.0013229046,-0.00083191006
TCGA-E9-A1NF-01,0.003981853,0.01439164
TCGA-E9-A1NF-11,-0.03946188,-0.039753616
TCGA-E9-A1NG-01,0.009260602,-0.028559374
TCGA-E9-A1NG-11,-0.01188023,0.076738544
TCGA-E9-A1NH-01,-0.0042368714,0.0037223697
TCGA-E9-A1NI-01,-0.04282017,0.022266334
TCGA-E9-A1QZ-01,-0.061723173,0.10084707
TCGA-E9-A1R0-01,0.016526895,-0.0015653986
TCGA-E9-A1R2-01,0.0010994803,-0.012573366
TCGA-E9-A1R3-01,0.079270706,-0.11200214
TCGA-E9-A1R4-01,0.021005936,0.041394424
TCGA-E9-A1R5-01,-0.013536658,-0.004205376
TCGA-E9-A1R6-01,0.012369732,-0.00094216876
TCGA-E9-A1R7-01,-0.009439155,0.022885015
TCGA-E9-A1R7-11,0.026131935,0.009470655
TCGA-E9-A1RA-01,-0.09730397,0.008328049
TCGA-E9-A1RB-01,0.012809733,0.07028044
TCGA-E9-A1RB-11,0.01099335,0.03743302
TCGA-E9-A1RC-01,-0.0058577945,-0.03624898
TCGA-E9-A1RC-11,-0.015420256,-0.033378802
TCGA-E9-A1RD-01,-0.03003463,0.030347181
TCGA-E9-A1RD-11,0.011405382,0.068366714
TCGA-E9-A1RE-01,0.033624515,-0.031687558
TCGA-E9-A1RF-01,0.023304617,-0.010048146
TCGA-E9-A1RF-11,-0.04716879,0.031037763
TCGA-E9-A1RG-01,0.017676333,0.018177195
TCGA-E9-A1RH-01,0.010342567,-0.0061134426
TCGA-E9-A1RH-11,0.0022699554,-0.10532627
TCGA-E9-A1RI-01,-0.0135990465,0.033470266
TCGA-E9-A1RI-11,-0.008907963,0.01753759
TCGA-E9-A226-01,0.060615126,-0.026362222
TCGA-E9-A227-01,0.00024865568,-0.063845985
TCGA-E9-A228-01,-0.0510039,-0.0006556194
TCGA-E9-A229-01,-0.073894694,0.08048888
TCGA-E9-A22A-01,0.027288843,0.00746666
TCGA-E9-A22B-01,-0.039259136,0.04940568
TCGA-E9-A22D-01,0.050728265,-0.0071399505
TCGA-E9-A22E-01,0.028741369,-0.035259597
TCGA-E9-A22G-01,0.013495719,0.014637791
TCGA-E9-A22H-01,0.011034224,-0.08002653
TCGA-E9-A243-01,-0.023082249,-0.009851022
TCGA-E9-A244-01,-0.025246436,-0.0149178635
TCGA-E9-A245-01,-0.011799114,-0.006408621
TCGA-E9-A247-01,-0.017726853,-0.005531592
TCGA-E9-A248-01,0.009657649,0.00032377057
TCGA-E9-A249-01,0.059888728,-0.06348212
TCGA-E9-A24A-01,-0.0031596534,0.035038494
TCGA-E9-A295-01,0.014115522,0.0074022566
TCGA-E9-A2JS-01,-0.020941542,-0.0019529301
TCGA-E9-A2JT-01,-0.008942649,0.053681266
TCGA-E9-A3HO-01,-0.042455956,-0.03295842
TCGA-E9-A3Q9-01,0.035505287,-0.019330528
TCGA-E9-A3QA-01,0.0023332639,0.049281254
TCGA-E9-A3X8-01,0.062517144,0.038853392
TCGA-E9-A54X-01,-0.062451348,0.015971083
TCGA-E9-A54Y-01,-0.042145394,0.0026007257
TCGA-E9-A5FK-01,0.07120094,-0.0037038457
TCGA-E9-A5FL-01,0.026242524,-0.016645385
TCGA-E9-A5UO-01,0.015881767,-0.0013637356
TCGA-E9-A5UP-01,-0.02396742,-0.038562633
TCGA-E9-A6HE-01,-0.034515,0.027844762
TCGA-EW-A1IW-01,-0.06833325,0.0382204
TCGA-EW-A1IX-01,0.00031593427,-0.08931686
TCGA-EW-A1IY-01,0.03985355,-0.07103965
TCGA-EW-A1IZ-01,-0.014926192,0.015495111
TCGA-EW-A1J1-01,-0.013054972,0.0076758047
TCGA-EW-A1J2-01,0.055748377,0.013793703
TCGA-EW-A1J3-01,0.037082385,-0.031616036
TCGA-EW-A1J5-01,0.053729206,-0.034443744
TCGA-EW-A1J6-01,0.0029966151,0.0027514794
TCGA-EW-A1OV-01,-0.036098927,0.00054197107
TCGA-EW-A1OW-01,0.012729889,0.07229862
TCGA-EW-A1OX-01,0.00043447426,-0.033826653
TCGA-EW-A1OY-01,0.048644017,0.0039766235
TCGA-EW-A1OZ-01,0.072923936,0.013578162
TCGA-EW-A1P0-01,-0.06536435,-0.019730907
TCGA-EW-A1P1-01,-0.035909433,0.028832063
TCGA-EW-A1P3-01,-0.022744013,0.004056668
TCGA-EW-A1P4-01,0.041120354,0.0031404486
TCGA-EW-A1P5-01,0.00877978,0.04875043
TCGA-EW-A1P6-01,-0.019155255,-0.059643567
TCGA-EW-A1P7-01,0.025731772,0.022451516
TCGA-EW-A1P8-01,0.017902045,0.017900366
TCGA-EW-A1PA-01,-0.022640023,-0.029359385
TCGA-EW-A1PB-01,0.054796312,-0.019544082
TCGA-EW-A1PC-01,-0.03957936,-0.0036673495
TCGA-EW-A1PD-01,0.0028745392,-0.0036217389
TCGA-EW-A1PE-01,-0.02410493,0.03601085
TCGA-EW-A1PF-01,-0.03708157,-0.05047404
TCGA-EW-A1PG-01,0.008346854,0.012717601
TCGA-EW-A1PH-01,-0.0040715165,0.0015701018
TCGA-EW-A2FR-01,0.039288923,-0.018565256
TCGA-EW-A2FS-01,0.024438059,-0.0053344485
TCGA-EW-A2FV-01,-0.027581451,-0.0012947433
TCGA-EW-A2FW-01,0.0034862421,-0.004192211
TCGA-EW-A3E8-01,0.00023416243,0.009804381
TCGA-EW-A3U0-01,-0.031349584,-0.017756712
TCGA-EW-A423-01,0.009944625,-0.01644162
TCGA-EW-A424-01,0.07468308,-0.012196433
TCGA-EW-A6S9-01,-0.015204899,-0.013905264
TCGA-EW-A6SA-01,0.012204483,0.0036324004
TCGA-EW-A6SB-01,-0.12379736,0.0065183775
TCGA-EW-A6SC-01,-0.036069565,0.014068887
TCGA-EW-A6SD-01,-0.014419051,0.005219631
TCGA-GI-A2C8-01,-0.02822804,0.040143706
TCGA-GI-A2C8-11,-0.02720419,-0.15770273
TCGA-GI-A2C9-01,-0.011930797,0.00083295954
TCGA-GI-A2C9-11,-0.015563399,-0.048578337
TCGA-GM-A2D9-01,-0.012350723,0.0220681
TCGA-GM-A2DA-01,-0.055517275,0.09302953
TCGA-GM-A2DB-01,0.012694607,0.02180367
TCGA-GM-A2DC-01,-0.059617423,0.018940922
TCGA-GM-A2DD-01,0.025043655,0.011921763
TCGA-GM-A2DF-01,0.08124489,0.001804336
TCGA-GM-A2DH-01,-0.014867867,0.000106326304
TCGA-GM-A2DI-01,-0.0064280233,0.015441895
TCGA-GM-A2DK-01,-0.0354588,0.03281668
TCGA-GM-A2DL-01,-0.08064255,0.0191403
TCGA-GM-A2DM-01,-0.014439442,0.014760202
TCGA-GM-A2DN-01,-0.015288126,0.060730867
TCGA-GM-A2DO-01,0.024827842,0.03398875
TCGA-GM-A3NW-01,0.00409971,0.0020080851
TCGA-GM-A3NY-01,-0.036983162,-0.02806371
TCGA-GM-A3XG-01,0.011220257,-0.047449827
TCGA-GM-A3XL-01,0.013347822,0.017003726
TCGA-GM-A3XN-01,0.013493478,0.016548906
TCGA-GM-A4E0-01,0.016455773,0.014546316
TCGA-GM-A5PV-01,0.015629262,0.011789696
TCGA-GM-A5PX-01,-0.01887346,-0.003072868
TCGA-HN-A2NL-01,0.018905722,-0.026130864
TCGA-HN-A2OB-01,-0.10080966,-0.00049610855
TCGA-JL-A3YW-01,-0.030140921,-0.014578301
TCGA-JL-A3YX-01,-0.0134993065,-0.0075046085
TCGA-LD-A66U-01,-0.0038417652,0.013935909
TCGA-LD-A74U-01,0.042139936,0.028010294
TCGA-LD-A7W5-01,0.02579045,-0.025130697
TCGA-LD-A7W6-01,0.006789866,-0.01621124
TCGA-LD-A9QF-01,0.043444008,0.016408568
TCGA-LL-A440-01,-0.02274257,-0.0017471155
TCGA-LL-A441-01,-0.027181307,0.042925455
TCGA-LL-A442-01,-0.0067382595,-0.026469659
TCGA-LL-A50Y-01,-0.03187169,0.0004909737
TCGA-LL-A5YL-01,0.018592896,0.07751181
TCGA-LL-A5YM-01,0.044957206,0.017081156
TCGA-LL-A5YN-01,0.06908512,0.048979416
TCGA-LL-A5YO-01,0.0410162,-0.023273803
TCGA-LL-A5YP-01,-0.02041132,-0.075088926
TCGA-LL-A6FP-01,0.0032839396,0.0061642188
TCGA-LL-A6FQ-01,0.028720314,0.07718263
TCGA-LL-A6FR-01,0.005713685,-0.034808848
TCGA-LL-A73Y-01,-0.021065861,-0.0172166
TCGA-LL-A73Z-01,-0.06657887,0.04054462
TCGA-LL-A740-01,0.026782908,0.030832754
TCGA-LL-A7SZ-01,0.025460543,0.0038902354
TCGA-LL-A7T0-01,0.033190444,0.038888473
TCGA-LL-A8F5-01,0.012517307,-0.009253554
TCGA-LL-A9Q3-01,0.03871143,0.062157143
TCGA-LQ-A4E4-01,0.07930839,-0.009327669
TCGA-MS-A51U-01,0.012412805,-0.03559749
TCGA-OK-A5Q2-01,-0.009838611,-0.021885632
TCGA-OL-A5D6-01,-0.0004405845,0.0039918683
TCGA-OL-A5D7-01,0.033459485,0.002725715
TCGA-OL-A5D8-01,-0.14138854,-0.036848783
TCGA-OL-A5DA-01,0.008429597,-0.022365574
TCGA-OL-A5RU-01,-0.069586344,-0.016204998
TCGA-OL-A5RV-01,0.043462157,-0.010402586
TCGA-OL-A5RW-01,-0.020376343,0.14964366
TCGA-OL-A5RX-01,-0.036406424,0.019682182
TCGA-OL-A5RY-01,-0.05679474,0.016139591
TCGA-OL-A5RZ-01,-0.08357667,0.008440008
TCGA-OL-A5S0-01,-0.015880875,0.0014180783
TCGA-OL-A66I-01,0.009333964,-0.014951335
TCGA-OL-A66J-01,0.026021456,-0.028869051
TCGA-OL-A66K-01,0.014799874,-0.004372722
TCGA-OL-A66L-01,-0.035631537,0.054538377
TCGA-OL-A66N-01,-0.016824994,-0.016685918
TCGA-OL-A66O-01,-0.031375226,0.025107823
TCGA-OL-A66P-01,-0.058490083,-0.092891425
TCGA-OL-A6VO-01,0.00811813,0.008311227
TCGA-OL-A6VQ-01,-0.008132978,-0.009786774
TCGA-OL-A6VR-01,-0.0151945185,-0.05715501
TCGA-OL-A97C-01,0.019392516,0.039360266
TCGA-PE-A5DC-01,0.069856904,-0.013377389
TCGA-PE-A5DD-01,0.0038543374,0.023679215
TCGA-PE-A5DE-01,-0.020500878,-0.02235954
TCGA-PL-A8LX-01,0.040327527,0.0654837
TCGA-PL-A8LY-01,0.04511509,-0.019409286
TCGA-PL-A8LZ-01,-0.012554748,0.033270866
TCGA-S3-A6ZF-01,-0.049971852,0.12219231
TCGA-S3-A6ZG-01,0.015005149,-0.055680107
TCGA-S3-A6ZH-01,0.027171502,0.00059273373
TCGA-S3-AA0Z-01,0.003173924,0.008509817
TCGA-S3-AA10-01,0.05937784,-0.005356522
TCGA-S3-AA11-01,-0.027062103,0.012641357
TCGA-S3-AA12-01,-0.015247011,0.034063295
TCGA-S3-AA14-01,-0.00016940851,-0.00078945234
TCGA-S3-AA15-01,-0.014826909,-0.027886685
TCGA-S3-AA17-01,0.013893684,0.005262303
TCGA-UL-AAZ6-01,0.01908228,0.013117809
TCGA-UU-A93S-01,-0.005856123,-0.012427529
TCGA-V7-A7HQ-01,-0.00086836517,0.020550456
TCGA-W8-A86G-01,0.061774697,-0.007814826
TCGA-WT-AB41-01,-0.038715024,-0.014284734
TCGA-WT-AB44-01,0.021710515,-0.029376902
TCGA-XX-A899-01,0.02730122,0.001236721
TCGA-XX-A89A-01,0.045403115,0.008678348
TCGA-Z7-A8R5-01,-0.047831517,0.0402118
TCGA-Z7-A8R6-01,0.0043779197,0.00085128774
