sample,DGCCA_16,DGCCA_28,DGCCA_31,DGCCA_38,DGCCA_71,DGCCA_82,DGCCA_88
TCGA-AR-A24P-01,0.012042368,0.03735362,-0.055992812,-0.029576415,0.0063734157,-0.04116819,-0.022232804
TCGA-AR-A24Q-01,0.0069667185,0.029892143,-0.0015212316,-0.027020412,0.029584266,-0.0418321,0.045188952
TCGA-AR-A24R-01,0.007683765,0.036934983,-0.013383744,-0.011010243,0.044063065,0.005220603,0.010949669
TCGA-AR-A24S-01,-0.020271951,-0.025575472,0.021716148,-0.023037259,-0.03533628,0.015838612,0.0019929595
TCGA-AR-A24T-01,0.002765636,0.07779994,-0.043954562,-0.018624632,-0.005993382,-0.032819837,-0.06373797
TCGA-AR-A24U-01,0.028656619,0.04501922,-0.06592269,-0.014704315,-0.006227225,0.018447148,-0.011473735
TCGA-AR-A24V-01,0.0005615379,0.025518538,-0.0013969885,0.019357124,0.01164453,-0.034181423,0.026901456
TCGA-AR-A24W-01,0.008716545,-0.01554056,-0.046752382,0.018085198,-0.0049260585,-0.00024791062,-0.01796615
TCGA-AR-A24X-01,0.016417162,0.045642063,-0.02647804,-0.057730466,0.009886621,-0.046083424,-0.0093804505
TCGA-AR-A24Z-01,0.01577874,0.0066659376,0.025843669,-0.004500817,0.025302973,-0.013572792,-0.011590699
TCGA-AR-A250-01,0.019571688,-0.046027705,-0.019148769,-0.01713355,0.05371178,-0.03710286,0.030391358
TCGA-AR-A251-01,0.015778938,0.064178966,-0.02720276,0.015483329,0.008377509,-0.022586001,-0.055252872
TCGA-AR-A252-01,0.014884168,-0.057594225,0.021552602,-0.047113657,0.017686352,-0.004393152,-0.03873834
TCGA-AR-A254-01,-0.007938808,-0.0009946888,-0.022360483,0.015849778,-0.03713407,0.019689891,0.0023930874
TCGA-AR-A255-01,-0.0037248519,0.03053854,-0.028367212,0.059295226,0.06255852,-0.007864496,0.07292318
TCGA-AR-A256-01,-0.006631322,0.009897965,0.044721745,-0.037494548,-0.008838635,-0.02058721,-0.011287047
TCGA-AR-A2LE-01,-0.004436873,-0.0037024533,-0.015111872,-0.061431468,-0.008504371,-0.019387014,-0.019648153
TCGA-AR-A2LH-01,-0.003076884,0.029654736,0.01768185,0.0044503193,-0.07557584,0.04289927,-0.0009723753
TCGA-AR-A2LJ-01,-0.0022722818,0.018055767,-0.018909412,0.021971326,0.018455602,0.023416199,0.048478186
TCGA-AR-A2LK-01,0.013388731,-0.034813188,0.13280597,-0.035445504,-0.0616312,-0.02025107,0.055375885
TCGA-AR-A2LL-01,-0.009226022,0.04262965,0.04244394,-0.03589629,-0.018252715,-0.05304116,-0.06756603
TCGA-AR-A2LM-01,-0.0023595039,-0.01188609,-0.048829593,-0.02485922,0.02916905,-0.04327371,-0.039826356
TCGA-AR-A2LN-01,0.009416447,-0.036755238,-0.011124341,-0.025546677,-0.021482265,-0.0060707806,0.00797774
TCGA-AR-A2LO-01,0.003200177,0.04747449,0.006222287,0.043165196,-0.04745486,-0.04496721,0.053935986
TCGA-AR-A2LQ-01,0.041447107,-0.03746971,-0.04577449,0.04476177,0.013022819,-0.025578843,0.011355871
TCGA-AR-A2LR-01,0.017531792,0.0057601263,-0.01336436,0.049085062,-0.03110826,-0.03884026,0.013786498
TCGA-AR-A5QM-01,0.0007704133,0.029079363,-0.013638714,0.029491354,0.014247292,0.0057772887,-0.01002441
TCGA-AR-A5QN-01,-0.02688509,-0.012722994,-0.038937803,-0.008414374,-0.049898747,0.0519123,0.039371967
TCGA-AR-A5QP-01,0.024459876,0.044958588,-0.005715698,0.061883513,-0.0058033317,-0.011407921,-0.015536515
TCGA-AR-A5QQ-01,-0.00038770586,0.0005253203,-0.03371338,-0.0037748772,0.000629168,0.031289577,-0.010372835
TCGA-B6-A0I1-01,0.012401066,-0.01175433,-0.007393857,-0.033228613,-0.006918301,-0.018773777,-0.06022878
TCGA-B6-A0I2-01,0.020025026,0.050446384,0.043244474,-0.04303495,0.04515083,-0.013036955,-0.010805715
TCGA-B6-A0I5-01,0.01630731,-0.032097805,0.03160502,0.038327362,0.044840433,-0.0167954,-0.035625387
TCGA-B6-A0I6-01,-0.012622781,0.055927813,0.017073246,-0.0018350137,0.029165847,-0.0921079,-0.025364343
TCGA-B6-A0I8-01,0.0061153597,0.085464515,-0.012396459,-0.017994996,-0.0019094176,-0.014569981,0.0499203
TCGA-B6-A0I9-01,0.028227024,0.033078812,-0.012916476,0.009602435,0.034763437,-0.017003011,0.015541955
TCGA-B6-A0IA-01,-0.03322176,-0.029372094,-0.0027593602,0.037333753,0.05753011,-0.004491149,0.022838075
TCGA-B6-A0IB-01,-0.009727572,0.029745221,0.005730247,0.0005963561,-0.012686403,-0.013130983,-0.020525962
TCGA-B6-A0IC-01,0.0010294653,0.054043148,0.010555763,0.013156676,-0.04490032,-0.031471096,0.0020494708
TCGA-B6-A0IE-01,-0.031587027,0.049050566,0.022159262,-0.028872738,-0.01924229,0.017561417,-0.03249895
TCGA-B6-A0IG-01,-0.02324953,-0.0026748176,-0.062380902,-0.065589264,0.009969876,0.0009826813,0.013771585
TCGA-B6-A0IH-01,0.00021009985,0.014651584,0.049528368,0.087646045,0.013682345,-0.020749744,-0.042624462
TCGA-B6-A0IJ-01,-0.034387425,0.04388153,-0.0400307,-0.01749717,-0.0005818261,0.016142312,-0.056166865
TCGA-B6-A0IK-01,0.025921669,0.07046247,-0.07607821,0.028471785,0.0028866474,-0.035199214,0.008149425
TCGA-B6-A0IM-01,0.0038704593,0.05878913,-0.0038244221,-0.050959766,0.028590402,-0.014949742,0.0033120196
TCGA-B6-A0IN-01,-0.005101488,-0.018218452,0.0017396193,0.01336866,-0.048332583,0.030305032,-0.021326093
TCGA-B6-A0IO-01,-0.053352818,0.023980178,0.032743778,0.026228797,-0.034721717,0.022943236,-0.021764055
TCGA-B6-A0IP-01,-0.0032192655,0.020497568,0.088443816,0.06108813,-0.09492565,-0.052529886,0.04613442
TCGA-B6-A0IQ-01,0.030052675,0.03721005,0.009314224,-0.05128584,-0.008532212,-0.027842969,0.01773104
TCGA-B6-A0RE-01,-0.026822101,0.023292605,-0.04084871,0.058471467,-0.005279797,-0.02894489,0.018033225
TCGA-B6-A0RG-01,-0.01671674,-0.00231273,0.020276612,-0.008151003,0.02251148,0.027121313,0.08455839
TCGA-B6-A0RH-01,0.025881048,-0.019217474,-0.091078386,-0.0029163267,0.006156642,-0.016994704,-0.0055154474
TCGA-B6-A0RI-01,-0.013782751,0.06640746,-0.008058485,-0.00765056,0.016745528,-0.0046957415,0.01319995
TCGA-B6-A0RL-01,-0.026962878,0.013890244,-0.004913138,0.011565099,-0.009623364,-0.027278867,-0.009116503
TCGA-B6-A0RM-01,-0.012958711,-0.015146082,0.06747959,0.09042166,0.043172542,-0.032683216,-0.021045571
TCGA-B6-A0RN-01,-0.002782125,0.065628186,-0.038343213,0.013332979,-0.006386703,-0.034566708,-0.026919035
TCGA-B6-A0RO-01,-0.003463965,-0.033819437,-0.0588599,-0.041834142,-0.0022212458,0.015678393,-0.033220414
TCGA-B6-A0RP-01,-0.0090187285,0.016292151,-0.052305143,-0.018680755,-0.007564146,-0.0034468542,0.019115904
TCGA-B6-A0RQ-01,-0.010675872,-0.037904117,-0.029764257,-0.014607759,0.0068903975,-0.02739887,0.034337424
TCGA-B6-A0RS-01,0.016943226,-0.02107137,0.014625438,-0.0025210357,-0.0031398628,0.002688739,0.0011677281
TCGA-B6-A0RT-01,0.0033720867,0.028213048,-0.00039938465,-0.022540271,0.04360471,0.015557089,-0.020669598
TCGA-B6-A0RU-01,0.0075067813,-0.02726629,0.01865415,0.013617413,-0.029105801,0.014023902,-0.022065144
TCGA-B6-A0RV-01,-0.009844417,0.015082816,0.023655646,0.0036845496,0.033417832,-0.007319604,-0.06000181
TCGA-B6-A0WS-01,0.01833235,0.03671869,-0.016069522,-0.018025005,0.000101393496,0.009547678,-0.039664786
TCGA-B6-A0WT-01,0.0011784239,-0.016783876,-0.040345117,0.04317704,-0.0062041283,0.012733972,-0.04812554
TCGA-B6-A0WV-01,0.011212532,-0.0011782767,-0.016376419,0.027226903,0.046154905,-0.03091284,-0.049739208
TCGA-B6-A0WW-01,0.0072264615,0.048183903,0.0022100117,-0.00961246,0.029188965,0.014763618,0.0659619
TCGA-B6-A0WX-01,0.007023597,0.0027775206,-0.00051804446,-0.03157393,-0.021441635,-0.0045570536,0.031586774
TCGA-B6-A0WY-01,0.0014087437,-0.026738442,-0.04867541,0.039126884,-0.0073318994,0.009575771,0.048107788
TCGA-B6-A0WZ-01,0.012321901,0.015396662,-0.02185407,0.028440343,0.031351693,0.02830076,-1.0236632e-05
TCGA-B6-A0X0-01,0.05028478,-0.00012678187,0.016203038,0.00082618464,0.013666173,-0.006877288,0.02702727
TCGA-B6-A0X1-01,-0.024659885,0.012095984,-0.027380262,-0.030925319,-0.0019764192,-0.026966814,0.0027506184
TCGA-B6-A0X4-01,-0.0004429128,0.00880282,-0.038010515,-0.006914299,-0.01730379,-0.0088890735,-0.042422887
TCGA-B6-A0X5-01,0.0081146,-0.047094647,0.0051580654,0.02384498,-0.028489765,-0.00940799,0.02373732
TCGA-B6-A0X7-01,-0.024930809,0.023600405,-0.01420051,-0.017493958,-0.0039651627,0.01913048,-0.0007429356
TCGA-B6-A1KC-01,-0.03482424,0.034807716,-0.00865666,-0.002503727,0.0003083099,0.05120644,-0.016139297
TCGA-B6-A1KF-01,6.32311e-05,0.04082324,-0.038120225,-0.09987738,0.0016411124,-0.028345082,-0.02894933
TCGA-B6-A1KI-01,-0.037181877,-0.008143567,0.024112618,-0.0011030743,-0.03342982,0.006846531,0.034407597
TCGA-B6-A1KN-01,0.008785253,0.016197156,0.053675685,-0.04635981,-0.039579004,0.014198648,0.008096836
TCGA-B6-A2IU-01,0.018195096,-0.014699886,-0.058580443,0.06736149,0.028446931,0.018097792,0.05629234
TCGA-B6-A3ZX-01,-0.013679277,-0.0022596065,-0.024228612,0.01282773,-0.011437752,0.0012820251,-0.037049774
TCGA-B6-A400-01,-0.01305622,-0.006535217,-0.019621039,-0.041720077,0.014768281,-0.019293912,0.005243245
TCGA-B6-A401-01,-0.028839884,0.029044855,-0.021481553,-0.0406496,-0.009845935,0.05700154,0.008599919
TCGA-B6-A402-01,0.02877193,-0.008825965,-0.0102837905,0.0643021,-0.018246247,0.020356366,0.034874804
TCGA-B6-A408-01,-0.023918027,-0.0019791054,-0.009828732,-0.0065186666,0.016744569,-0.0054978523,0.0036354049
TCGA-B6-A409-01,-0.0011495681,0.003421709,0.025036044,0.0795983,-0.01947817,-0.057548735,0.08686849
TCGA-B6-A40B-01,0.034057338,-0.068327464,-0.0046485816,-0.012830808,0.06849711,-0.024957038,0.018757
TCGA-B6-A40C-01,0.03981807,-0.002624929,-3.6029145e-05,-0.04235442,-0.020792803,0.008062832,0.020324469
TCGA-BH-A0AU-01,-0.003874919,0.032714926,-0.045953233,-0.0072073764,0.009815798,0.007734628,-0.036247425
TCGA-BH-A0AU-11,0.011779802,0.046322886,-0.03345772,0.007573433,0.013187712,-0.037901685,-0.005726333
TCGA-BH-A0AV-01,0.020701144,0.008862147,-0.029249888,0.022304192,-0.008701787,-0.023564374,0.00060174335
TCGA-BH-A0AW-01,0.030165836,0.008263848,-0.050720543,0.011406358,0.07005407,0.005186192,-0.06270251
TCGA-BH-A0AY-01,0.03183566,-0.006890916,-0.00473559,-0.0073978715,-0.03599838,-0.03488357,-0.06584053
TCGA-BH-A0AY-11,0.046615664,0.0082722,-0.013869172,-0.027207937,0.027925625,0.07121844,-0.011626343
TCGA-BH-A0AZ-01,-0.008975969,-0.029254768,0.118398994,-0.04219857,0.011508048,0.015560825,-0.02792093
TCGA-BH-A0AZ-11,-0.0536388,0.0032924907,0.0073815314,-0.018900845,-0.004144311,-0.04154116,-0.03349365
TCGA-BH-A0B0-01,0.00979721,-0.08332669,0.02428386,0.03327623,0.02870698,-0.014230378,-0.0035132226
TCGA-BH-A0B1-01,-0.003633922,0.020712923,-0.061060246,0.017924076,0.008724093,-0.020999638,-0.024221554
TCGA-BH-A0B3-01,0.06281472,-0.024481356,0.055053283,0.024808059,0.008121366,0.024430119,-0.012978656
TCGA-BH-A0B3-11,0.0056580566,0.0022833007,0.0061558234,-0.009894227,0.04512462,0.017457312,-0.041658245
TCGA-BH-A0B4-01,-0.0054465597,-0.019102406,-0.031501442,0.030011334,0.008602269,0.025288066,-0.019199876
TCGA-BH-A0B5-01,0.015096412,0.04016119,-0.01297773,-0.021098945,-0.005014393,-0.036083743,-0.054810658
TCGA-BH-A0B5-11,-0.011812448,-0.037751995,0.005324576,-0.00956423,0.0031468673,0.005787798,0.019765213
TCGA-BH-A0B6-01,-0.00398864,-0.005439599,-0.013986824,-0.012207264,0.013166245,0.043206286,0.005639681
TCGA-BH-A0B7-01,-0.005757032,-0.025438651,0.093863405,-0.005397386,0.0019887323,-0.0030191955,-0.025201654
TCGA-BH-A0B7-11,0.0023220265,0.028538577,-0.013459992,-0.016544757,0.025267322,0.011317628,0.012731488
TCGA-BH-A0B8-01,0.0046745054,0.008369907,0.03376769,-0.02232651,-0.02192818,-0.014320061,0.0017813165
TCGA-BH-A0B8-11,0.046948045,-0.02020865,-0.004462771,0.037400242,-0.0083135255,0.020969758,-0.015252485
TCGA-BH-A0B9-01,-0.010496203,0.0018605925,0.03425627,-0.057986043,0.025421172,-0.043820515,0.024064727
TCGA-BH-A0BA-01,0.0047783703,0.014889707,-0.041863576,0.014213652,-0.0070442283,0.0238534,0.0206951
TCGA-BH-A0BA-11,-0.002939512,-0.024580248,-0.01724135,-0.0034180016,0.018453252,0.019893695,-0.032860942
TCGA-BH-A0BC-01,0.022944067,-0.04540052,0.02242712,-0.0028351527,0.025927372,0.014494848,-0.03704114
TCGA-BH-A0BC-11,-0.03149993,0.010242626,-0.031934183,-0.01276744,-0.012433958,0.03241641,0.006329128
TCGA-BH-A0BD-01,0.010122575,-0.005775232,0.0037474555,-0.0046213847,-0.021031393,-0.020771049,0.025278311
TCGA-BH-A0BF-01,0.0034948075,-0.002407488,0.05299742,0.008200301,0.055456933,-0.008543964,-0.035324432
TCGA-BH-A0BF-11,-0.0012881262,0.011603332,0.03354135,0.04289313,0.010360007,0.013715174,-0.014922238
TCGA-BH-A0BG-01,0.040040664,-0.018832643,0.049229562,0.0048988652,-0.02725705,0.0113899065,0.009961965
TCGA-BH-A0BJ-01,0.027727678,0.031339545,0.0015326814,-0.037106223,-0.007140356,0.0050825467,0.022662587
TCGA-BH-A0BJ-11,-0.02405048,-0.018525882,-0.0152814835,-0.0004175785,-0.04722096,0.005213692,-0.01879365
TCGA-BH-A0BL-01,-0.023698412,-0.035303444,-0.026325678,0.024287026,0.028788697,0.026138026,-0.052538093
TCGA-BH-A0BM-01,0.03432349,-0.033284213,-0.018344885,-0.0015379391,0.023100445,0.017107364,0.033109263
TCGA-BH-A0BM-11,-0.004959894,-0.040133618,-0.08614447,0.024380345,0.007581424,-0.037943535,0.010548081
TCGA-BH-A0BO-01,-0.006737178,-0.038578223,0.08224522,-0.03252048,-0.014842743,-0.04290262,-0.010011176
TCGA-BH-A0BP-01,0.015321827,0.00074148737,-0.008011129,-0.009692995,-0.010760189,0.0060122143,-0.055455483
TCGA-BH-A0BQ-01,-0.01212373,0.041586198,-0.028092029,0.021380123,-0.030317184,-0.00089739263,0.013249616
TCGA-BH-A0BQ-11,0.026146784,-0.015657404,0.04445562,-0.048917525,-0.048207115,0.0131591335,-0.009524787
TCGA-BH-A0BR-01,0.051006377,0.0038736814,-0.028799772,-0.028468996,-0.018045945,-0.06525111,-0.06804437
TCGA-BH-A0BS-01,0.023289572,-0.018922944,0.06424197,-0.009167201,0.0022809352,-0.039577916,0.031886812
TCGA-BH-A0BS-11,0.022088284,-0.04016643,0.02786687,-0.007402474,-0.00040505547,0.0061810273,-0.044545226
TCGA-BH-A0BT-01,0.03552439,0.045434706,0.042243663,-0.025138564,-0.017896928,-0.015386577,-0.074362405
TCGA-BH-A0BT-11,-0.0014291521,-0.013944699,0.019570788,0.007291032,-0.00075648923,0.020549541,-0.004523756
TCGA-BH-A0BV-01,-0.01361082,0.03988795,0.013839535,-0.03388744,0.002488684,-0.0010335612,-0.045132082
TCGA-BH-A0BV-11,0.010374568,0.039066494,0.03859461,-0.02097428,-0.01375878,0.022688646,0.04773958
TCGA-BH-A0BW-01,0.02201219,-0.0065376256,-0.004844846,-0.03593082,-0.012415359,0.009848873,0.007913855
TCGA-BH-A0BW-11,-0.014265178,0.012647514,-0.005372825,-0.0467174,0.026167937,-0.0015103929,0.044644278
TCGA-BH-A0BZ-01,0.03734341,-0.044518847,0.020652514,0.017070934,0.07520985,-0.029213563,0.01439438
TCGA-BH-A0BZ-11,-0.032369003,0.027600447,-0.02679906,-0.022939099,-0.008546008,-0.04488269,-0.032862227
TCGA-BH-A0C0-01,0.002671849,-0.037960492,0.042018116,-0.05550059,-0.01866342,-0.027626153,-0.019910067
TCGA-BH-A0C0-11,0.00021116331,0.008772709,0.018179426,0.024875605,-0.0065696174,0.036423218,-0.015554502
TCGA-BH-A0C1-01,0.00666646,-0.01438456,0.013385717,-0.017210338,0.021415962,-0.00950389,-0.023829466
TCGA-BH-A0C3-01,0.035605587,-0.027975503,-0.048266403,0.003626866,-0.0042563444,-0.007186611,0.0048278053
TCGA-BH-A0C3-11,-0.03175702,-9.153504e-05,-0.025433835,0.00971926,-0.015956681,0.012994608,0.013545327
TCGA-BH-A0C7-01,-0.0021413974,0.004733175,-0.0120409615,-0.006317375,0.0048234523,-0.015827663,-0.03329741
TCGA-BH-A0DD-01,0.010950207,-0.028067734,0.039255198,-0.012497406,0.02961251,0.0023407633,0.03853577
TCGA-BH-A0DD-11,-0.003508021,-0.015234193,0.015560186,-0.008833292,-0.0036955425,-0.00094496645,-0.017129246
TCGA-BH-A0DE-01,-0.01567208,-0.029229222,-0.05246581,0.0060925186,0.0048115905,-0.019780146,0.015013181
TCGA-BH-A0DG-01,-0.028972913,0.033022754,-0.03680253,-0.065133795,-0.0050376467,0.0033474974,-0.015572046
TCGA-BH-A0DG-11,-0.036707394,0.003776995,0.009422047,-0.008887946,0.025385145,-0.027990678,0.004885948
TCGA-BH-A0DH-01,-0.026849817,-0.05066506,-0.0091092205,-0.03731002,0.020596575,-0.049155444,-0.020475447
TCGA-BH-A0DH-11,0.015532101,-0.045144215,-0.0007083798,-0.07216934,0.048881307,0.009692101,0.031147204
TCGA-BH-A0DI-01,0.0033442834,-0.005795828,-0.069177814,0.039343614,0.028254291,-0.08730493,0.04230216
TCGA-BH-A0DI-11,-0.028976796,0.02080996,-0.03988655,0.01097941,-0.002406451,-0.014019365,-0.03497922
TCGA-BH-A0DK-01,-0.042214982,0.020541167,-0.06677747,0.003967096,-0.005351103,-0.030626055,0.027665708
TCGA-BH-A0DK-11,-0.004355875,-0.0048262267,0.0429889,-0.016895901,0.0034600373,0.04892905,0.015634721
TCGA-BH-A0DL-01,-0.019241402,-0.0137652075,0.014189841,0.0071410034,0.009819904,-0.020521041,0.0013260616
TCGA-BH-A0DL-11,0.030996408,0.00964986,0.033946022,0.015352751,0.00746365,-0.032340914,-0.043434337
TCGA-BH-A0DO-01,0.020488022,-0.020305598,0.047618795,0.013066499,-0.020752978,-0.008121175,-0.03192731
TCGA-BH-A0DO-11,0.040604424,0.013224514,0.03059227,-0.020144355,-0.010746145,0.01558528,-0.028268985
TCGA-BH-A0DP-01,-0.015226081,-0.03668616,0.018329462,0.019786747,-0.017179936,-0.05937661,0.009742657
TCGA-BH-A0DP-11,0.04623014,0.004040654,0.040018775,-0.004026929,-0.048457734,0.028619843,-0.039498735
TCGA-BH-A0DQ-01,-0.015290344,-0.010240857,0.029768085,-0.016867053,0.013348111,-0.0139914015,-0.017848987
TCGA-BH-A0DQ-11,0.009980915,-0.02227693,-0.016199332,0.015442667,-0.016506553,-0.023363007,-0.005100256
TCGA-BH-A0DS-01,0.008781868,0.0050969315,-0.02245425,0.0061304863,0.023491625,0.042787835,0.017455311
TCGA-BH-A0DT-01,0.028191775,-0.018035755,-0.023213446,0.0098727895,0.006356826,-0.003264742,0.010854801
TCGA-BH-A0DT-11,-0.016844446,-0.001566817,-0.016778674,0.01700582,0.02918392,-0.0138881495,-0.058478657
TCGA-BH-A0DV-01,-0.022541562,0.017924592,-0.06944066,-0.0056743873,-0.0056535006,0.0029978692,0.020504693
TCGA-BH-A0DV-11,0.0020228205,-0.0107504055,0.047573853,0.0048687905,-0.008442191,-0.02621747,0.0034494624
TCGA-BH-A0DX-01,0.00017234427,-0.020060979,0.016760018,-0.007017297,-0.008913058,-0.00078998227,0.0042615477
TCGA-BH-A0DZ-01,-0.062188454,0.032219667,-0.019720294,0.01578436,-0.0013970211,0.017596705,0.008986801
TCGA-BH-A0DZ-11,0.046324074,-0.020495184,-0.006093974,0.011458993,0.006854655,0.0034215115,-0.057791978
TCGA-BH-A0E0-01,0.050576113,-0.048339862,-0.026777612,-0.016161468,-0.014211736,-0.012268566,3.1583942e-05
TCGA-BH-A0E0-11,0.020568127,-0.02158998,-0.027964078,-0.0075193723,-0.0077631506,-0.017341638,0.06701342
TCGA-BH-A0E1-01,0.01567124,0.010711904,0.033024777,0.0050171786,0.0006494038,0.016441468,-0.013369153
TCGA-BH-A0E1-11,0.014453782,0.016356794,0.021176154,-0.016752746,-0.008505578,0.033209983,0.026666254
TCGA-BH-A0E2-01,0.028519943,-0.036169272,-0.06150519,-0.030421954,-0.042851914,-0.009970043,-0.0161224
TCGA-BH-A0E6-01,-0.055952795,0.046601307,0.023295954,-0.0051536877,-0.028393896,0.009722645,-0.0105184
TCGA-BH-A0E7-01,-0.015655786,0.025863724,0.019103821,0.013807315,-0.05537423,-0.0077368785,-0.02797921
TCGA-BH-A0E9-01,0.03892408,0.004697978,0.039172865,0.003211495,0.0409045,0.0036772704,-0.032699194
TCGA-BH-A0EA-01,0.0124631915,0.03737791,-0.036598273,-0.009238876,-0.014209428,-0.013150178,0.052764837
TCGA-BH-A0EB-01,-0.012928994,0.009285739,0.04597223,0.00895693,-0.05228853,-0.015840393,-0.0064045526
TCGA-BH-A0EE-01,-0.023476232,0.010651022,-0.013055726,0.02956077,0.021705609,-0.0012997969,0.02167648
TCGA-BH-A0EI-01,-0.020192303,-0.020509742,0.052994628,0.008131868,-0.00034959055,-0.00018039905,-0.0495179
TCGA-BH-A0GY-01,0.026166027,-0.02731859,-0.0053415583,0.0065250853,0.027546488,-0.014875909,-0.007941754
TCGA-BH-A0GZ-01,0.06892303,-0.0152012445,0.017032064,-0.01978821,0.006898705,0.009678518,-0.012160698
TCGA-BH-A0H0-01,0.051612187,-0.008533096,-0.016255278,-0.03832595,0.048908655,0.01461897,-0.009716777
TCGA-BH-A0H3-01,0.03435244,-0.037914995,-0.03940627,0.004588899,0.037341166,0.020323547,-0.006109421
TCGA-BH-A0H5-01,0.016035039,-0.03953533,0.03160824,-0.012869606,0.04835605,-0.028798664,0.001531967
TCGA-BH-A0H5-11,-0.019704835,0.04253941,-0.041966744,-0.012635568,0.0051015886,0.02099861,-0.035126284
TCGA-BH-A0H6-01,0.054543644,-0.043973733,0.00424351,-0.06616908,0.031156298,0.0280203,-0.025136825
TCGA-BH-A0H7-01,0.007097565,0.013414005,-0.004222698,0.010602735,0.017519606,0.04617344,-0.0061513837
TCGA-BH-A0H7-11,-0.018838692,0.014208006,-0.027669238,0.039102837,-0.046703957,-0.02645463,0.035981484
TCGA-BH-A0H9-01,0.031809755,-0.02124925,-0.028047452,-0.01175639,-0.016646676,0.010327889,-0.039335467
TCGA-BH-A0H9-11,0.076151535,-0.07414025,0.02150807,-0.03031323,0.0312752,0.001164382,0.0073179426
TCGA-BH-A0HA-01,-0.010862333,-0.0025912002,-0.011994526,0.008746371,0.021789469,-0.018544585,0.022901246
TCGA-BH-A0HA-11,-0.04632192,0.0030231029,0.025194991,-0.021758404,0.001984815,0.006386115,0.023399837
TCGA-BH-A0HB-01,0.01817698,0.014354854,-0.011886752,-0.0048045414,-0.040086035,-0.0041274745,-0.03176927
TCGA-BH-A0HF-01,0.0010645085,-0.020146519,-0.0033332082,0.016967576,-0.00823869,-0.0007743477,0.02554961
TCGA-BH-A0HI-01,-0.049898237,0.025588173,0.0017905319,0.005844082,0.02995053,-0.007775899,0.012214591
TCGA-BH-A0HK-01,-0.09469949,0.05117984,0.04056927,0.017158788,-0.0077349544,-0.044410653,0.024422284
TCGA-BH-A0HK-11,0.05651588,0.023468215,-0.015545124,-0.008368537,0.021944687,0.038650833,0.029891156
TCGA-BH-A0HL-01,-0.044937413,0.01316488,-0.030436635,-0.014146808,-0.0006834194,-0.03361547,-0.020131033
TCGA-BH-A0HN-01,0.016089747,-0.05225586,-0.052376084,-0.018935703,0.028666088,0.028525544,0.034774102
TCGA-BH-A0HO-01,-0.0212233,0.030139294,0.0035769378,0.03703994,0.018916633,0.0005261849,-0.0030150423
TCGA-BH-A0HP-01,-0.037441388,0.00492811,-0.039371554,-0.013299472,-0.02001831,0.016966049,-0.0021395925
TCGA-BH-A0HQ-01,0.027197415,0.021720119,-0.024854513,0.012149774,0.0053105517,0.0015335451,-0.022671495
TCGA-BH-A0HU-01,0.0086359605,0.016916994,-0.02450181,0.01921685,-0.035525147,-0.009104558,0.0053453064
TCGA-BH-A0HW-01,0.06190342,-0.02722158,-0.06885842,-0.015718538,0.0046374276,0.004783921,-0.0065951487
TCGA-BH-A0HX-01,0.043864504,-0.014610784,0.033379484,0.0068586124,0.0018598186,0.006240712,-0.022573842
TCGA-BH-A0HY-01,-0.047755655,-0.005107712,0.030234337,0.007542406,0.017064944,-0.013253333,-0.05199829
TCGA-BH-A0RX-01,-0.088194355,0.0115844775,-0.0008022757,-0.004417583,-0.010730039,0.014713744,0.0128764035
TCGA-BH-A0W3-01,0.30758324,-0.05328708,0.047255844,-0.03256179,-0.010067044,0.025913203,-0.016286343
TCGA-BH-A0W4-01,-0.057624422,-0.017399853,-0.02163072,-0.006722681,0.015587757,0.0010562255,-0.02872931
TCGA-BH-A0W5-01,-0.06353918,0.01207968,0.040414907,0.025266623,0.05199396,0.017581161,0.03235237
TCGA-BH-A0W7-01,0.11540585,-0.021492645,0.023199,-0.036645666,-0.018228222,-0.01280448,-0.019323217
TCGA-BH-A0WA-01,0.008450718,0.008011909,0.017128048,0.0073752655,0.022954136,0.04317099,-0.017762909
TCGA-BH-A18F-01,-0.045108523,0.0019652508,-0.06588693,-0.009920563,-0.011815685,-0.028614037,-0.0242513
TCGA-BH-A18G-01,-0.048298303,0.016164847,0.015593664,-0.009761874,-0.016779456,-0.008226428,0.0033576107
TCGA-BH-A18H-01,-0.0488365,0.05398417,-0.043377724,0.02797045,0.008206502,-0.016492989,-0.021662863
TCGA-BH-A18I-01,-0.1068696,-0.0072882073,0.020090066,0.0005947803,0.036556154,0.025376812,0.009068773
TCGA-BH-A18J-01,0.019452538,-0.022141276,-0.021919543,0.003912896,0.02548801,0.03448992,0.03354104
TCGA-BH-A18J-11,0.07563986,0.025389623,0.047712572,0.01518351,-0.008016716,-0.06414713,0.041899115
TCGA-BH-A18K-01,-0.032771736,0.028380249,-0.052049167,0.0018677786,-0.017516961,-0.025682371,0.002011964
TCGA-BH-A18K-11,0.021552835,0.016684726,-0.030829936,0.02579029,-0.029315062,-0.032576427,0.04082704
TCGA-BH-A18L-01,0.012209363,-0.013396759,0.02664905,-0.00962808,-0.008932024,-0.005698757,-0.008645914
TCGA-BH-A18L-11,0.075184174,0.016778566,0.01889262,0.007812689,-0.002684772,-0.042777356,0.04506426
TCGA-BH-A18M-01,0.016595673,-0.011529615,-0.013241181,0.0034889323,0.021089697,0.004580003,-0.0046737073
