sample,DGCCA_1,DGCCA_2,DGCCA_3,DGCCA_4,DGCCA_5,DGCCA_6,DGCCA_7,DGCCA_8,DGCCA_9,DGCCA_10,DGCCA_11,DGCCA_12,DGCCA_13,DGCCA_14,DGCCA_15,DGCCA_16,DGCCA_17,DGCCA_18,DGCCA_19,DGCCA_20,DGCCA_21,DGCCA_22,DGCCA_23,DGCCA_24,DGCCA_25,DGCCA_26,DGCCA_27,DGCCA_28,DGCCA_29,DGCCA_30,DGCCA_31,DGCCA_32,DGCCA_33,DGCCA_34,DGCCA_35,DGCCA_36,DGCCA_37,DGCCA_38,DGCCA_39,DGCCA_40,DGCCA_41,DGCCA_42,DGCCA_43,DGCCA_44,DGCCA_45,DGCCA_46,DGCCA_47,DGCCA_48,DGCCA_49,DGCCA_50,DGCCA_51,DGCCA_52,DGCCA_53,DGCCA_54,DGCCA_55,DGCCA_56,DGCCA_57,DGCCA_58,DGCCA_59,DGCCA_60,DGCCA_61,DGCCA_62,DGCCA_63,DGCCA_64,DGCCA_65,DGCCA_66,DGCCA_67,DGCCA_68,DGCCA_69,DGCCA_70,DGCCA_71,DGCCA_72,DGCCA_73,DGCCA_74,DGCCA_75,DGCCA_76,DGCCA_77,DGCCA_78,DGCCA_79,DGCCA_80,DGCCA_81,DGCCA_82,DGCCA_83,DGCCA_84,DGCCA_85,DGCCA_86,DGCCA_87,DGCCA_88,DGCCA_89,DGCCA_90,DGCCA_91,DGCCA_92,DGCCA_93,DGCCA_94,DGCCA_95,DGCCA_96,DGCCA_97,DGCCA_98,DGCCA_99,DGCCA_100
TCGA-B6-A0I9-01,0.006185716,-0.015428457,0.01372783,0.034611546,-0.02806726,0.020916842,0.005337272,0.015253828,0.025804998,0.015396109,0.017454427,-0.024769172,0.03398937,-0.023205932,0.02640799,0.028227024,0.018702045,-0.0081107635,-0.014647027,-0.029100683,0.0005864594,-0.014330057,-0.05323733,-0.004903149,-0.035584502,-0.012797449,0.00082507357,0.033078812,0.013619843,-0.031191308,-0.012916476,-0.006845543,-0.03159141,0.0073802294,0.022980666,-0.0003597997,-0.014794358,0.009602435,0.046308972,-0.005953327,-0.007447591,0.05105263,0.025890525,0.0064200014,0.04179983,-0.0060021644,-0.041108407,0.022122515,-0.031606153,-0.02712647,-0.016390465,-0.010391534,-0.0014206283,0.0042785164,-0.015189266,0.05917115,-0.008259585,0.032815825,0.051862616,0.012301153,0.009056221,-0.021333028,0.015610267,0.001219308,0.0094625205,0.03215716,0.015486993,0.047642447,0.0016989298,-0.03631748,0.034763437,-0.014242788,-0.009661302,-0.02439379,0.0032154312,0.015490188,0.025752071,0.0022974533,-0.003885915,-0.0033766516,0.0062342957,-0.017003011,0.006813295,-0.026378673,-0.0044635586,-0.0223959,-0.007966192,0.015541955,-0.010318323,0.019114934,0.015285669,-0.0046025976,-0.022381365,-0.026931401,0.0407215,-0.032700513,-0.03283108,0.054062333,-0.0014332309,0.033908892
TCGA-B6-A0IA-01,-0.043818362,0.019056672,0.012378219,-0.009057508,-0.08701895,0.000640342,0.013097828,0.023557302,-0.03688219,0.036416877,0.0029429337,0.009396199,-0.07015496,0.01011974,-0.04291692,-0.03322176,-0.017075459,-0.05117553,0.044224314,0.03547179,-0.014263611,0.023469912,0.049572866,-0.026598252,0.05725721,0.0025627972,-0.062033586,-0.029372094,-0.04444503,-0.03175202,-0.0027593602,-0.01402564,-0.006619077,0.030282715,0.013081666,-0.030986847,-0.02303975,0.037333753,-0.017652735,0.005059235,0.005693665,-0.018250912,0.043412507,-0.0020463169,-0.02817498,0.011568051,-5.5063516e-05,-0.043924503,0.010031713,0.01910172,-0.06851279,-0.0056552747,-0.05287472,0.001339674,-0.012540498,0.024705132,-0.0025761765,-0.0018273899,0.015765097,-0.022483276,0.011141741,0.00433868,0.021746473,-0.0044792285,-0.0012208673,-0.045676235,-0.010162255,-0.010681615,-0.005371211,0.0017014057,0.05753011,0.014389436,-0.00040038372,-0.0007097232,-0.0022350247,-0.031665474,0.040006995,-0.033612933,0.04427194,-0.013830575,0.006668631,-0.004491149,-0.034421146,-0.024861185,-0.029100917,-0.019054104,0.008128678,0.022838075,0.014663352,0.02755735,0.03973401,0.012231912,-0.00876141,-0.0074216314,-0.028334811,0.07290319,-0.06081985,0.0016604885,-0.035939854,-0.015439843
TCGA-B6-A0IB-01,-0.011411482,0.053387526,0.010212427,0.018184222,-0.029348798,0.0018348377,-0.020415047,-0.02679302,0.030102517,0.0171805,-0.019817147,0.029926032,-0.009119435,-0.046579488,0.037653238,-0.009727572,0.02470552,-0.012468656,0.010994601,0.074199386,0.03796655,0.016374318,0.010207388,0.03717313,0.0119474325,0.027405795,0.026807867,0.029745221,0.00902698,-0.002434567,0.005730247,0.014072453,-0.03243865,-0.00020279177,0.006213587,0.029372644,0.0032416815,0.0005963561,0.08425124,-0.0018082913,0.007456312,0.015359163,0.011584654,0.0048921043,0.046343774,0.025234254,-0.048716635,0.028383596,0.004546917,-0.04855649,0.009357311,0.0027286136,-0.009922605,-0.008234258,0.022755925,0.031967,-0.012072284,0.0030498458,0.052319832,0.0054408703,0.018394314,0.001635987,0.029002644,0.014407169,0.012810005,-0.021611705,0.03836241,0.052088007,0.00571289,0.07253756,-0.012686403,-0.005606188,0.019402511,0.021278594,-0.011037662,0.0008527944,0.03793117,0.0017000814,-0.027579406,-0.010808621,0.014909731,-0.013130983,0.018874444,-0.003900069,0.031877533,-0.009895576,0.035526827,-0.020525962,-0.03887872,-0.042280544,-0.01332383,-0.034930736,-0.031659212,-0.03653685,-0.0005269884,0.03274314,0.0024267454,-0.006077775,0.0040209275,-0.011360416
TCGA-B6-A0IC-01,0.015312595,-0.04065601,0.0016698225,0.046293635,-0.015119154,-0.019915795,-0.015178254,-0.015338547,0.053035133,0.013218942,0.042067938,-0.032937944,0.06158454,-0.015962109,0.011950539,0.0010294653,-0.003143128,0.034408458,0.076199055,0.013177219,-0.010569038,0.033245325,0.026081646,-0.027578365,-0.008139273,-0.02925834,0.031211967,0.054043148,0.08264406,-0.022402372,0.010555763,-0.1512755,-0.030980086,-0.018955497,-0.044479378,0.04229902,0.019971214,0.013156676,-0.007900222,-0.018682953,0.007595326,0.031570073,-0.012741123,0.0042886008,0.016807646,0.055623546,0.0045928624,0.015796244,-0.00045555248,0.022766626,-0.032348357,0.051521547,-0.036731467,0.0624454,-0.0026724157,-0.044805516,-0.05058004,0.011387995,0.011328161,0.0037152693,-0.03538161,-0.039606478,-0.0006407702,0.01858308,-0.028843543,-0.052559268,-0.05349379,-0.092022374,-0.014298139,-0.025799774,-0.04490032,-0.00026345206,-0.0062553613,0.019974831,0.05902785,-0.046018932,0.040229302,-0.01119082,-0.05369989,-0.0011362229,0.0066692773,-0.031471096,0.011811657,0.017097736,0.023437532,-4.0233135e-06,0.002759384,0.0020494708,0.0066113938,0.022627616,0.01402634,0.03865313,0.013264207,-0.055689022,0.043306384,0.05835732,0.012653356,0.056320332,-0.02710262,0.023007121
TCGA-B6-A0IE-01,-0.0146843,-0.008026647,0.020178251,-0.009438237,0.023846714,-0.030401563,-0.043077014,0.021795046,-0.047816362,-0.035802145,-0.052335784,-0.009525756,0.007616798,-0.09254181,-0.008170704,-0.031587027,0.016900137,0.0020789097,0.025252149,0.11366428,-0.055370726,0.01851612,0.15901549,-0.039543048,0.057195663,0.035847805,-0.009421222,0.049050566,0.0038679498,0.016562054,0.022159262,0.026319953,0.04001492,0.013116565,-0.0057336646,0.022073433,0.00655148,-0.028872738,-8.178875e-05,-0.0032696463,0.0087899305,0.073788315,-0.01673796,0.016516974,0.024184026,0.056518488,-0.045575142,0.012863918,-0.0067978525,-0.023454014,-0.010291429,0.06302104,0.03535617,-0.027599636,-0.006706207,-0.0061618425,-0.017722843,0.0046134694,-0.00070957467,0.008757156,0.027933344,0.018797351,0.0032252562,-0.0046762777,-0.030687563,-0.04507239,-0.0035074893,0.012373382,-0.0020679943,-0.034442548,-0.01924229,0.011088101,0.027654337,0.03631624,-0.017280713,0.04421425,-0.024479073,0.034928914,-0.009868169,-0.019608239,-0.023092601,0.017561417,-0.0065990835,0.0019940613,0.030156936,-0.0110409465,0.02932432,-0.03249895,-0.024113823,-0.05508489,-0.014211906,-0.013518753,-0.027991464,0.044301406,0.033811275,0.0017556804,0.06670813,-0.08269242,-0.020324737,0.00046222843
TCGA-B6-A0IG-01,0.032092657,0.002348029,0.0037153112,0.020006392,-0.0057527456,0.017475061,0.054324962,0.0320137,0.023150915,0.041982047,0.007846236,0.041934844,0.021232283,-0.029859878,0.0075932015,-0.02324953,-0.013309196,-0.00837139,0.007727526,0.04788039,0.0059039304,0.04744438,0.037939478,0.025824187,0.0015239543,0.016160283,-0.008896569,-0.0026748176,0.043713223,0.0064734994,-0.062380902,-0.005371177,0.01192593,-0.020220863,0.0025915578,0.0035649464,0.056766644,-0.065589264,0.0024207153,-0.029105313,0.008024016,-0.036034904,0.02429565,0.050927624,-0.007831746,-0.024998337,0.03165834,0.039732613,-0.0043408927,0.0037072285,0.038223475,-0.036392108,-0.03270506,-0.0019867,0.014428132,-0.08835834,0.000337556,0.01019072,-0.0028972127,0.018290473,-0.034241263,-0.002374817,-0.041529763,-0.07606248,0.039089583,-0.031813286,0.051975653,0.011301456,0.04256248,-0.039693903,0.009969876,-0.036424447,-0.0132029485,0.014404666,0.04509168,0.029929329,0.008887304,0.011802213,-0.05775135,-0.011003321,0.022565044,0.0009826813,-0.013782757,0.02009233,0.014911806,0.01657117,-0.024278421,0.013771585,0.022791272,0.010376407,0.009113494,0.08956237,-0.05152069,-0.017667934,-0.042674623,-0.038733706,-0.018665094,-0.005355491,0.016211357,-0.014924223
TCGA-B6-A0IH-01,-0.018196052,-0.018210266,0.0018759985,0.024394352,0.01275341,-0.010072685,-0.008686607,0.018153898,-0.031522978,-0.044516675,0.018343339,-0.033497825,-0.018053828,0.035392318,0.012378253,0.00021009985,-0.016417716,-0.018170945,-0.04439488,0.023039583,-0.019317783,-0.023179196,0.054460764,0.0060257534,-0.02459089,0.029559132,0.008310161,0.014651584,0.010677728,-0.013953853,0.049528368,-0.022775821,-0.056412857,-0.050465044,0.0006538802,0.0023886808,-0.0458273,0.087646045,0.025598668,-0.009507894,0.018752232,-0.05280371,0.06814453,-0.010107291,0.036426105,0.019025818,-0.005552735,-0.040741593,0.054522805,-0.051656146,-0.0068767276,0.017447986,-0.014006271,0.0044726185,0.03649345,0.003521718,0.025162462,0.018001119,-0.012264251,0.029074704,0.008384598,-0.005391339,-0.00705179,0.036271043,0.016614258,-0.01790629,0.04708063,0.033598907,0.0423475,0.020579498,0.013682345,-0.020976637,0.018405775,-0.002834024,-0.04519292,-0.03695683,0.035522416,-0.07476065,0.01984572,-0.045046035,0.029169288,-0.020749744,-0.044398583,-0.021350533,-0.01637711,-0.02263785,-0.024622317,-0.042624462,0.04395786,0.013243732,0.0030838437,-0.03834767,-0.023943145,-0.044027083,0.0024230755,-0.015222672,-0.011057646,0.012472883,0.012636994,-0.035383403
TCGA-B6-A0IJ-01,-0.045619678,0.014831001,0.024260163,-0.022055965,-0.009305941,-0.006123729,-0.026561294,0.045145575,-0.0038583754,0.0003819071,-0.0004560859,-0.012119802,-0.027316269,-0.010076398,-0.0123636685,-0.034387425,-0.016114883,0.05708663,0.04679279,0.08908584,-0.028207235,0.028641742,0.08911188,-0.0050088353,0.067969754,0.021601774,0.019479861,0.04388153,0.040012423,-0.039298236,-0.0400307,-0.056236412,0.00070117414,8.3874445e-05,-0.01974944,0.032652304,-0.045051545,-0.01749717,-0.005098868,-0.029200774,-0.0017416347,0.038246315,-0.020488165,-0.035798434,0.011439138,-0.016624866,-0.024594696,-0.04216687,0.033489827,0.044658702,0.034230985,0.033332225,0.00030178577,-0.024096658,-0.030560488,-0.017499339,-0.00042389613,-0.015264558,0.01110838,0.027970703,0.018147549,0.007991731,0.0069659953,-0.073198795,0.03240816,-0.07951832,0.05640273,0.025550356,0.021083511,0.03505088,-0.0005818261,-0.005870451,0.017202534,-0.030485325,0.01689902,-0.0120002935,0.059701826,-0.0335681,0.027898733,-0.02353597,0.0082550105,0.016142312,0.009160653,-0.01485265,-0.0079508135,0.011957416,-0.008103078,-0.056166865,0.04022527,0.0068830904,0.01746102,-0.02000939,-0.0031770826,0.00566737,0.025505593,0.002497687,0.043217476,-0.021975774,-0.011020845,0.022113357
TCGA-B6-A0IK-01,0.029598054,0.005896059,0.01248866,-0.027612485,-0.025702,0.01264317,0.0054937936,0.0014474257,-0.008058307,0.025643077,0.02887566,-0.041448455,0.013620989,0.009524614,-0.00770189,0.025921669,0.026178315,0.00016741361,-0.10338693,-0.07208769,-0.04970379,0.013367528,-0.05450482,-0.029207326,0.0055079893,-0.0139596965,-0.016501645,0.07046247,-0.05486763,0.061045732,-0.07607821,0.009111869,0.055014748,0.010569649,-0.004604716,0.0053388425,-0.0055308007,0.028471785,-0.04304803,0.014852017,0.0031584352,0.031257972,0.07361131,-0.028617736,-0.03178294,0.005543066,0.009819804,0.009431761,0.030882597,0.03125005,0.0037435405,0.020008871,-0.0011857012,0.024735032,0.006572946,0.013919428,-0.003257553,0.005230675,0.04251771,0.017376585,0.015330829,-0.004062975,0.08366362,0.0093548875,-0.07064847,-0.050427023,-0.041842867,-0.0005527651,0.012609826,0.027814072,0.0028866474,0.07060624,-0.010631308,-0.019665541,0.02175737,-0.058344055,-0.017237887,0.01881135,0.009617652,0.009048538,0.021234978,-0.035199214,0.027139392,0.0535387,0.021680072,-0.0008677915,0.003536845,0.008149425,0.026205657,-0.027731474,-0.039381303,0.022283465,-0.002410652,-0.025598478,0.03671655,0.0056302305,0.030708672,0.024665201,-0.04285729,0.013904598
TCGA-B6-A0IM-01,0.03856889,0.009810941,0.011688601,-0.0024768207,0.011563618,0.005896991,-0.022251494,0.017651763,-0.009565486,-0.024229271,-0.08073949,0.010661965,0.018289372,0.040213555,0.026478449,0.0038704593,-0.030842196,-0.0056806025,0.0037588654,-0.008085655,0.009323274,0.026360923,0.036993362,0.007166507,0.014864201,-0.02185712,0.019647323,0.05878913,0.030934555,0.02196924,-0.0038244221,0.0005369643,-0.0030490812,0.010641327,-0.04080042,0.020362014,0.06323491,-0.050959766,0.009217884,-0.011423077,-1.1343509e-06,0.005289023,0.00013568322,0.0035198098,-0.01185221,-0.016060783,0.014349603,0.0024564145,-0.01875479,-0.03335374,-0.019809721,-0.028936155,-0.006358358,0.0054593524,0.045594107,0.00870396,-0.052524574,-0.00087895617,0.009376593,0.04413095,-0.031272717,0.002995981,-0.033528652,0.035411194,-0.054366402,-0.013228871,-0.00504635,0.05181378,0.018428737,0.0027408926,0.028590402,-0.04053666,-0.039035033,-0.016568111,0.018058006,-0.059624944,0.060369954,-0.014180117,0.017682608,-0.00984021,-0.01362522,-0.014949742,-0.0042677554,-0.0043536285,-0.038321983,-0.02139238,-0.026143799,0.0033120196,-0.0017574514,0.0743771,-0.013633441,-0.01278187,0.04245563,0.04878203,-0.065831594,0.011608321,-0.03187203,0.032722976,-0.03971098,0.03950336
TCGA-B6-A0IN-01,-0.024293,-0.0034673754,0.046610534,0.007636249,0.004655537,-0.00831884,-0.0150387995,-0.028464727,0.02137555,-0.02365246,-0.025452,0.039996035,-0.0147050265,-0.02989512,0.014081521,-0.005101488,0.02690494,-0.038309958,0.008084056,0.00074884575,-0.0065625105,-0.015517261,0.03787644,0.019746574,-0.023196422,-0.002392441,-0.027904043,-0.018218452,-0.022462744,-0.005376837,0.0017396193,-0.021094188,-0.0140340105,0.027414251,-0.011115034,-0.006318561,0.042442266,0.01336866,-0.017869234,-0.018587442,0.0015604729,0.03940866,-0.014763981,-0.0042481506,0.03691723,-0.012120441,0.009130958,-0.0090120435,-0.011016743,0.039714046,-0.015803704,0.0030072853,-0.06961918,0.029420272,-0.005172301,0.023521451,0.02897555,0.027569022,0.034338243,-0.0027376825,-0.0018712522,-0.017166127,0.007877637,0.054171782,0.0079757795,0.03285155,-0.016968846,-0.013960605,0.025682066,-0.039968643,-0.048332583,-0.0035053426,0.00494839,-0.03465601,0.0041807946,0.018029101,0.009696253,-0.04186475,-0.0013834236,-0.034809705,-0.024625823,0.030305032,0.0538363,0.030815292,0.016528023,-0.005958747,-0.012617052,-0.021326093,0.030061448,-0.06322742,-0.009739015,0.043954346,-0.02833492,-0.044876367,-0.035737127,-0.0059898403,-0.028000047,-0.010226852,-0.03285207,0.016545104
TCGA-B6-A0IO-01,-0.037135243,0.0011218614,0.036585346,-0.033856984,-0.020669132,0.035321385,0.0034032734,0.004095711,-0.006628765,-0.007481616,-0.0009848629,0.046281062,0.012951244,-0.024771068,-0.010562426,-0.053352818,-0.0028214613,-0.040227674,0.021429235,0.055384025,0.0036129444,-0.06481486,0.010166964,-0.003413641,0.011309506,-0.0044409144,0.06862715,0.023980178,0.074924275,-0.09258481,0.032743778,-0.026230458,0.01275913,0.017308708,-0.043396212,0.0009915661,-0.045387752,0.026228797,0.02428651,-0.007643072,0.0029519685,-0.04072688,0.006074587,0.010488536,0.030072697,-0.05281182,-0.046705514,-0.03829698,0.015307701,-0.025929067,-0.0024260278,-0.021741016,0.0020253505,-0.031479035,-0.008424963,0.03958323,0.027917163,0.009171186,0.041559443,0.0029063756,-0.019469252,-0.009951365,0.00654455,-0.057965416,0.052083932,0.016902398,-5.2168325e-05,0.04755829,-0.008174105,0.07471642,-0.034721717,0.04442139,0.031580392,0.04192719,-0.036208846,-0.0050261067,0.022456793,-0.054258246,0.0070362557,0.02199916,0.026057566,0.022943236,-0.03467441,-0.027583648,0.010076973,-0.014193296,0.0054129995,-0.021764055,-0.008157645,0.016983569,-0.009749336,-0.06324471,0.029793667,0.017796772,0.0002929503,0.024079043,-0.006277006,-0.039486345,-0.02067018,-0.007122033
TCGA-B6-A0IP-01,-0.035982486,-0.007495912,0.004104235,0.011028139,0.019246086,0.018772602,0.013481261,0.036327228,0.0008069258,-0.044394527,-0.030752398,-0.0048692855,0.007637226,-0.048729245,-0.036166042,-0.0032192655,0.06626961,-0.041850083,0.0468995,-0.034878135,0.019635858,-0.011586908,-0.017570682,-0.010775162,-0.0015707863,0.034974508,0.017437655,0.020497568,0.050462764,0.004229514,0.088443816,0.0320163,-0.022135256,0.0046240073,-0.05669169,0.021603955,-0.039675873,0.06108813,0.0038425392,-0.0036951527,0.015637692,0.012649234,0.025247155,-0.015976999,0.036902063,0.049299322,0.014109121,0.0042490577,-0.0030524465,0.030338138,-0.0034169508,0.0038453313,-0.057801228,0.027146736,0.004471642,-0.0052152276,0.0010249615,0.021911142,-0.050616242,0.023595106,-0.0010205662,0.01874406,0.0024865689,0.034982134,0.04252583,-0.0026896806,0.013113409,0.014606085,0.05543355,-0.028531592,-0.09492565,0.019765612,-0.027961964,-0.051866155,-0.016197424,-0.010430706,-0.081331596,0.007673698,0.03170149,0.0026054005,-0.00057217083,-0.052529886,0.0481159,0.01591879,0.0239455,-0.0036874525,-0.024169236,0.04613442,-0.011726643,0.013350112,-0.025414107,-0.030069636,0.00988158,-0.013379146,0.007444511,0.00871689,0.041780986,0.013362069,0.015855292,-0.043914992
TCGA-B6-A0IQ-01,0.0404956,-0.02610128,0.00014403742,-0.04094211,0.022813523,-0.03123124,-0.0567315,-0.047168884,-0.019018192,-0.06463605,-0.08533931,-0.06341787,0.049622413,0.014149446,-0.0041323584,0.030052675,-0.007980252,-0.019250961,-0.0010052745,-0.035209402,0.02480664,-0.009948656,-0.0450304,-0.027239192,-0.038410272,-0.02119213,0.07044306,0.03721005,0.03281625,0.019755568,0.009314224,0.015254194,0.020882186,-0.008864343,0.015098371,-0.023020474,0.061498255,-0.05128584,0.017738327,0.028947622,-0.02896096,-0.017159354,0.004569689,0.073562376,-0.029962365,0.038483188,0.012669384,0.0024318518,0.024873354,-0.005750232,0.010572399,-0.012900334,0.023084074,0.04715236,0.0023473639,-0.0066153593,0.059477746,0.029417867,0.008024601,-0.051479474,-0.051132757,0.047016986,0.03276182,0.0035437811,-0.039613582,0.00064823404,-0.029743422,-0.05716601,-0.025316048,-0.013278448,-0.008532212,-0.024653887,-0.03902923,0.009454255,0.016634464,0.010087786,-0.02559764,0.011425959,0.0147310365,-0.006178162,-0.012923719,-0.027842969,0.012360963,0.00084095215,-0.02132379,0.022805097,0.0025635976,0.01773104,0.029731425,0.005671653,0.0060115904,0.020736855,0.01902622,0.02685759,0.01871179,-0.040105116,0.030897882,-0.02899085,0.044351555,-0.013812436
TCGA-B6-A0RE-01,-0.046527073,-0.0053063547,-0.024476483,0.00012060697,0.005518378,0.009025429,0.019959658,0.04566889,0.0073660873,-0.058258414,-0.06147989,0.023048405,-0.01931766,-0.04131277,-0.04902834,-0.026822101,0.049995616,0.031956326,0.07173394,0.03366097,0.039808422,-0.03146369,0.021301577,-0.0014501968,-0.032285534,-0.032751136,0.05436673,0.023292605,0.07822203,-0.052244145,-0.04084871,-0.060612857,-0.023491926,-0.019722618,-0.010714319,0.038715556,-0.04592397,0.058471467,0.06160247,-0.018593386,0.017174633,-0.009958938,0.0001059575,-0.022233909,0.008362247,0.009040766,0.0038671596,0.05824577,-0.019341988,0.0039994325,0.023261216,-0.009302899,0.019133871,-0.01897995,-0.011876075,0.00077435514,0.011133737,0.018861786,0.02004674,0.056048263,-0.02687227,-0.06415377,-0.02169037,0.0040281485,0.041731507,-0.004971794,0.005668173,0.06228446,0.018730592,0.06946698,-0.005279797,-0.012963402,0.015740147,0.03458285,-0.039968368,-0.06544798,0.0096134115,0.04699296,-0.016062029,0.0014532651,-0.026522513,-0.02894489,-0.007438656,-0.002245457,0.00094317086,0.0018264204,-0.0024074032,0.018033225,0.055519402,0.069794565,-0.05969452,-0.00816131,-0.027467102,-0.093612835,0.010820271,0.023249011,0.01967723,0.011648395,-0.014052214,-0.0311266
TCGA-B6-A0RG-01,0.032203,0.025174772,-0.00048961164,-0.00025543245,0.009747743,0.013522882,-0.018295806,0.0062748874,0.0033340543,0.019052256,0.043637045,-0.028030723,-0.0044114552,-0.033330776,-0.04656346,-0.01671674,-0.032198034,0.006247987,-0.0035394076,-0.008218542,0.029496366,-0.0012268331,-0.05938963,-0.010829925,0.024248492,-0.012244558,0.051592752,-0.00231273,0.031237535,-0.0052873585,0.020276612,0.026603796,-0.015088762,-0.018796701,-0.05790962,0.008333063,-0.022462722,-0.008151003,0.006564028,0.0010861009,0.025252633,-0.015057875,0.0031565595,-0.013526807,0.026558863,0.0144814635,-0.035404705,0.022066154,-0.007119807,-0.011043891,-0.011112243,-0.04899546,-0.026539242,-0.11127827,-0.021354262,0.04774115,0.035747834,-0.043835424,0.04777693,0.02398124,0.013357002,-0.021699075,0.059649207,-0.019571375,-0.08602771,-0.031288333,-0.018949414,-0.007037221,-0.0047105234,-0.011276427,0.02251148,0.038470075,-0.018811854,0.042081196,0.008791029,0.001577517,-0.013131208,0.0012452006,0.04161806,0.016471535,0.0019326746,0.027121313,0.02902294,0.06543136,0.01973669,-0.0048557,-0.034417592,0.08455839,0.014570719,0.0440275,-0.038428053,-0.048870325,0.019575866,0.029588547,-0.015261662,-0.0097709615,0.005705325,0.049186256,-0.009101743,0.015230093
TCGA-B6-A0RH-01,0.03943756,-0.016021151,0.03597162,0.035801224,-0.057894155,-0.015876006,-0.015070651,0.015018696,0.0013183763,-0.0074742893,0.01576783,-0.06877609,0.010819312,0.06972487,0.006056688,0.025881048,-0.005162324,0.009784686,-0.010175996,0.009373623,-0.035617016,0.061557613,0.0466898,0.0039491635,0.0063416837,-0.0061639184,-0.0064861327,-0.019217474,-0.027741373,-0.025040343,-0.091078386,-0.009235457,0.021602714,-0.026348824,0.013438368,0.025510462,-0.016438294,-0.0029163267,-0.010674786,0.010943524,-0.01633007,-0.047305577,-0.014859829,0.022929775,0.025957284,-0.0022629658,0.011426128,-0.03122147,0.0020257942,3.8839877e-05,0.018699745,0.007676715,0.06719879,0.017297849,0.017043378,-0.044288706,0.00887396,-0.023760157,-0.03796497,-0.02503209,0.0075429836,0.039297953,-0.035383806,0.0055053793,-0.008276595,-0.040826544,0.006699577,-0.037814975,-0.00017698761,-0.019499736,0.006156642,0.01855782,-0.013590322,-0.015288561,0.0017649857,0.007074957,0.0038252901,-0.02986322,-0.028172169,0.021416234,0.057128344,-0.016994704,-0.036082022,0.014467083,-0.027627286,-0.0045487033,0.019679878,-0.0055154474,0.042464625,-0.01879374,0.024112504,0.033339266,0.0031515593,0.040457346,-0.03332853,-0.02160507,-0.013290028,-0.005246276,-2.6066788e-05,-0.0065087844
TCGA-B6-A0RI-01,0.028003452,-0.023794044,0.07169263,-0.037908822,-0.062690295,-0.01007936,0.004653917,-0.03458363,-0.0012479872,0.089873016,0.039816666,-0.001238374,0.03812844,-0.07544625,-0.011048803,-0.013782751,0.009716947,-0.050501604,-0.0064764,-0.021216251,-0.035923578,-0.002878564,-0.020913284,-0.02897843,0.011460621,-0.01607047,0.011580895,0.06640746,0.055219926,-0.025195185,-0.008058485,-0.05755318,0.03075289,-0.020851554,-0.009670382,-0.0208881,0.003465198,-0.00765056,0.03489935,0.0116499225,0.00565423,0.04335331,-0.014369414,0.04029228,0.038269132,-0.010271903,-0.037109658,0.0023309244,0.00012861937,0.014589009,-0.037815403,0.008376206,-0.035772517,0.018230671,-0.021962238,-0.043761056,-0.020653492,0.023260862,0.021469679,0.0025581643,0.016384749,-0.00059576146,-0.033361103,-0.025092358,0.050914437,-0.050574254,-0.01407223,-0.010797592,-0.024293229,-0.0029343916,0.016745528,0.06608838,-0.032095388,0.057927415,0.0015058159,-0.017423963,0.013709808,-0.0008283667,0.01906178,0.0022456078,0.0016780891,-0.0046957415,-0.017708566,0.035030182,0.031893563,-0.04578626,0.009768161,0.01319995,-0.010096664,-0.010685058,0.006157933,0.009213552,0.029686037,0.012000259,-0.019064186,-0.024132123,-0.025321126,-0.023032624,-0.0031259377,-0.00500039
TCGA-B6-A0RL-01,-0.001672497,0.01977778,0.033658512,-0.012919285,0.021699822,-0.02961376,-0.011000577,0.042761065,-0.030057207,-0.022045221,0.011837692,-0.0012064688,-0.03129526,-0.04149919,-0.053009212,-0.026962878,-0.034761794,0.019168109,-0.0028222427,-0.023730798,0.038982,-0.031334646,0.081309326,-0.030390374,-0.045152638,-0.02930288,-0.06682801,0.013890244,-0.042008545,-0.030440351,-0.004913138,0.024711521,0.0020039584,0.004014069,0.05211336,-0.0018040915,-0.0028800694,0.011565099,-0.049289092,-0.014397389,-0.0032694153,-0.0050456636,0.052665994,-0.017571248,-0.031901717,0.076403506,0.030458953,0.033188295,-0.006173336,-0.02431204,-0.028591078,0.027077546,0.029723398,0.0145197455,0.002057664,0.083081745,0.029172532,-0.049436495,-0.015078444,-0.040273212,-0.022140928,0.0040924763,-0.028774332,0.031002896,-0.024721673,0.027211023,-0.025312476,-0.026141206,0.019175913,-0.00796651,-0.009623364,-0.041800387,-0.0055887997,0.00861726,0.021954708,-0.057483498,0.016757261,-0.007654234,0.021353211,0.015851794,0.022113005,-0.027278867,0.011439319,-0.0040458194,0.006044857,-0.0037941588,-0.006037144,-0.009116503,0.026875136,0.04003007,-0.037466187,-0.06358792,-0.004797929,-0.012317652,0.012151701,0.007976972,-0.036888443,-0.022443095,0.015497249,-0.021655783
